S.No,Name,Date,Rating,Title,Review,Language,Translated_Review,Final_Review,cleaned_review,word_tokens,sent_tokens,filtered_tokens,lemmatized_tokens,normalized_review
197,Xaid s. 🇮🇳,Published date04/02/25,5,too good,"I ordered the face wash for my acne prone skin and it works well , satisfied",en,"I ordered the face wash for my acne prone skin and it works well , satisfied","I ordered the face wash for my acne prone skin and it works well , satisfied","i ordered the face wash for my acne prone skin and it works well , satisfied","['i', 'ordered', 'the', 'face', 'wash', 'for', 'my', 'acne', 'prone', 'skin', 'and', 'it', 'works', 'well', ',', 'satisfied']","['i ordered the face wash for my acne prone skin and it works well , satisfied']","['ordered', 'face', 'wash', 'acne', 'prone', 'skin', 'works', 'satisfied']","['order', 'face', 'wash', 'acne', 'prone', 'skin', 'work', 'satisfy']",order face wash acne prone skin work satisfy
198,Dollu M.,Published date30/11/24,5,Amazing Cleanser,"The Minimalist Salicylic Acid + LHA 2% Cleanser is a game-changer for oily and acne-prone skin. It effectively clears out pores, reduces breakouts, and leaves the skin feeling clean without drying it out. The formula is gentle, fragrance-free, and perfect for daily use. After a few weeks, my skin fe...",en,"The Minimalist Salicylic Acid + LHA 2% Cleanser is a game-changer for oily and acne-prone skin. It effectively clears out pores, reduces breakouts, and leaves the skin feeling clean without drying it out. The formula is gentle, fragrance-free, and perfect for daily use. After a few weeks, my skin fe...","The Minimalist Salicylic Acid + LHA 2% Cleanser is a game-changer for oily and acne-prone skin. It effectively clears out pores, reduces breakouts, and leaves the skin feeling clean without drying it out. The formula is gentle, fragrance-free, and perfect for daily use. After a few weeks, my skin fe...","the minimalist salicylic acid lha 2 cleanser is a game changer for oily and acne prone skin. it effectively clears out pores, reduces breakouts, and leaves the skin feeling clean without drying it out. the formula is gentle, fragrance free, and perfect for daily use. after a few weeks, my skin fe...","['the', 'minimalist', 'salicylic', 'acid', 'lha', '2', 'cleanser', 'is', 'a', 'game', 'changer', 'for', 'oily', 'and', 'acne', 'prone', 'skin', '.', 'it', 'effectively', 'clears', 'out', 'pores', ',', 'reduces', 'breakouts', ',', 'and', 'leaves', 'the', 'skin', 'feeling', 'clean', 'without', 'drying', 'it', 'out', '.', 'the', 'formula', 'is', 'gentle', ',', 'fragrance', 'free', ',', 'and', 'perfect', 'for', 'daily', 'use', '.', 'after', 'a', 'few', 'weeks', ',', 'my', 'skin', 'fe', '...']","['the minimalist salicylic acid lha 2 cleanser is a game changer for oily and acne prone skin.', 'it effectively clears out pores, reduces breakouts, and leaves the skin feeling clean without drying it out.', 'the formula is gentle, fragrance free, and perfect for daily use.', 'after a few weeks, my skin fe...']","['minimalist', 'salicylic', 'acid', 'lha', 'cleanser', 'game', 'changer', 'oily', 'acne', 'prone', 'skin', 'effectively', 'clears', 'pores', 'reduces', 'breakouts', 'leaves', 'skin', 'feeling', 'clean', 'drying', 'formula', 'gentle', 'fragrance', 'free', 'perfect', 'daily', 'use', 'weeks', 'skin', 'fe']","['minimalist', 'salicylic', 'acid', 'lha', 'cleanser', 'game', 'changer', 'oily', 'acne', 'prone', 'skin', 'effectively', 'clear', 'pore', 'reduce', 'breakout', 'leave', 'skin', 'feel', 'clean', 'dry', 'formula', 'gentle', 'fragrance', 'free', 'perfect', 'daily', 'use', 'week', 'skin', 'fe']",minimalist salicylic acid lha cleanser game changer oily acne prone skin effectively clear pore reduce breakout leave skin feel clean dry formula gentle fragrance free perfect daily use week skin fe
199,ayyappa n. 🇮🇳,Published date17/02/25,5,cleanser was amazing,using this cleanser my face improved nd clean dead skin cells nd remove acne scars,en,using this cleanser my face improved nd clean dead skin cells nd remove acne scars,using this cleanser my face improved nd clean dead skin cells nd remove acne scars,using this cleanser my face improved nd clean dead skin cells nd remove acne scars,"['using', 'this', 'cleanser', 'my', 'face', 'improved', 'nd', 'clean', 'dead', 'skin', 'cells', 'nd', 'remove', 'acne', 'scars']",['using this cleanser my face improved nd clean dead skin cells nd remove acne scars'],"['cleanser', 'face', 'improved', 'nd', 'clean', 'dead', 'skin', 'cells', 'nd', 'remove', 'acne', 'scars']","['cleanser', 'face', 'improve', 'nd', 'clean', 'dead', 'skin', 'cell', 'nd', 'remove', 'acne', 'scar']",cleanser face improve nd clean dead skin cell nd remove acne scar
200,Vikas S. 🇮🇳,Published date23/02/25,5,like this product,i have using this product for 1 month and it works very well on my skin . . .,en,i have using this product for 1 month and it works very well on my skin . . .,i have using this product for 1 month and it works very well on my skin . . .,i have using this product for 1 month and it works very well on my skin . . .,"['i', 'have', 'using', 'this', 'product', 'for', '1', 'month', 'and', 'it', 'works', 'very', 'well', 'on', 'my', 'skin', '.', '.', '.']",['i have using this product for 1 month and it works very well on my skin . . .'],"['product', 'month', 'works', 'skin']","['product', 'month', 'work', 'skin']",product month work skin
201,Sampurna M. 🇮🇳,Published date26/10/24,5,Best facewash ever,"My skin is very sensitive and acne prone. But this facewash is a game- changer. It suits my skin so well and cleans my skin without drying it too much. I have been using this product for years now. I love the fact that it has zinc in it too, it really helps. Overall, loved it!",en,"My skin is very sensitive and acne prone. But this facewash is a game- changer. It suits my skin so well and cleans my skin without drying it too much. I have been using this product for years now. I love the fact that it has zinc in it too, it really helps. Overall, loved it!","My skin is very sensitive and acne prone. But this facewash is a game- changer. It suits my skin so well and cleans my skin without drying it too much. I have been using this product for years now. I love the fact that it has zinc in it too, it really helps. Overall, loved it!","my skin is very sensitive and acne prone. but this facewash is a game changer. it suits my skin so well and cleans my skin without drying it too much. i have been using this product for years now. i love the fact that it has zinc in it too, it really helps. overall, loved it!","['my', 'skin', 'is', 'very', 'sensitive', 'and', 'acne', 'prone', '.', 'but', 'this', 'facewash', 'is', 'a', 'game', 'changer', '.', 'it', 'suits', 'my', 'skin', 'so', 'well', 'and', 'cleans', 'my', 'skin', 'without', 'drying', 'it', 'too', 'much', '.', 'i', 'have', 'been', 'using', 'this', 'product', 'for', 'years', 'now', '.', 'i', 'love', 'the', 'fact', 'that', 'it', 'has', 'zinc', 'in', 'it', 'too', ',', 'it', 'really', 'helps', '.', 'overall', ',', 'loved', 'it', '!']","['my skin is very sensitive and acne prone.', 'but this facewash is a game changer.', 'it suits my skin so well and cleans my skin without drying it too much.', 'i have been using this product for years now.', 'i love the fact that it has zinc in it too, it really helps.', 'overall, loved it!']","['skin', 'sensitive', 'acne', 'prone', 'facewash', 'game', 'changer', 'suits', 'skin', 'cleans', 'skin', 'drying', 'product', 'years', 'love', 'fact', 'zinc', 'helps', 'overall', 'loved']","['skin', 'sensitive', 'acne', 'prone', 'facewash', 'game', 'changer', 'suit', 'skin', 'clean', 'skin', 'dry', 'product', 'year', 'love', 'fact', 'zinc', 'help', 'overall', 'love']",skin sensitive acne prone facewash game changer suit skin clean skin dry product year love fact zinc help overall love
202,Aafi 🇮🇳,Published date09/02/25,5,Best,One of the fave facewash . . . it shows result within a week . it smooth and hydrate my face,en,One of the fave facewash . . . it shows result within a week . it smooth and hydrate my face,One of the fave facewash . . . it shows result within a week . it smooth and hydrate my face,one of the fave facewash . . . it shows result within a week . it smooth and hydrate my face,"['one', 'of', 'the', 'fave', 'facewash', '.', '.', '.', 'it', 'shows', 'result', 'within', 'a', 'week', '.', 'it', 'smooth', 'and', 'hydrate', 'my', 'face']","['one of the fave facewash .', '. .', 'it shows result within a week .', 'it smooth and hydrate my face']","['fave', 'facewash', 'shows', 'result', 'week', 'smooth', 'hydrate', 'face']","['fave', 'facewash', 'show', 'result', 'week', 'smooth', 'hydrate', 'face']",fave facewash show result week smooth hydrate face
203,SHUBHAM K. 🇮🇳,Published date09/01/25,5,must buy,best facewash i ever used my life. my face is smooth after use this face wash. I recommend all of you to buy the product,en,best facewash i ever used my life. my face is smooth after use this face wash. I recommend all of you to buy the product,best facewash i ever used my life. my face is smooth after use this face wash. I recommend all of you to buy the product,best facewash i ever used my life. my face is smooth after use this face wash. i recommend all of you to buy the product,"['best', 'facewash', 'i', 'ever', 'used', 'my', 'life', '.', 'my', 'face', 'is', 'smooth', 'after', 'use', 'this', 'face', 'wash', '.', 'i', 'recommend', 'all', 'of', 'you', 'to', 'buy', 'the', 'product']","['best facewash i ever used my life.', 'my face is smooth after use this face wash.', 'i recommend all of you to buy the product']","['best', 'facewash', 'life', 'face', 'smooth', 'use', 'face', 'wash', 'recommend', 'buy', 'product']","['good', 'facewash', 'life', 'face', 'smooth', 'use', 'face', 'wash', 'recommend', 'buy', 'product']",good facewash life face smooth use face wash recommend buy product
204,Thanos K. 🇮🇳,Published date03/03/25,5,great product,I'm satisfied,lv,I'm satisfied,I'm satisfied,i'm satisfied,"['i', ""'m"", 'satisfied']","[""i'm satisfied""]",['satisfied'],['satisfy'],satisfy
205,Kanha 🇮🇳,Published date03/03/25,5,good product,suggested by me,da,suggested by me,suggested by me,suggested by me,"['suggested', 'by', 'me']",['suggested by me'],['suggested'],['suggest'],suggest
206,Sameer Y.,Published date04/01/25,5,Really improved my skin quality,"This cleanser is gentle yet effective, leaving the skin feeling fresh and clean. It removes dirt and excess oil without stripping away moisture. Perfect for all skin types.",en,"This cleanser is gentle yet effective, leaving the skin feeling fresh and clean. It removes dirt and excess oil without stripping away moisture. Perfect for all skin types.","This cleanser is gentle yet effective, leaving the skin feeling fresh and clean. It removes dirt and excess oil without stripping away moisture. Perfect for all skin types.","this cleanser is gentle yet effective, leaving the skin feeling fresh and clean. it removes dirt and excess oil without stripping away moisture. perfect for all skin types.","['this', 'cleanser', 'is', 'gentle', 'yet', 'effective', ',', 'leaving', 'the', 'skin', 'feeling', 'fresh', 'and', 'clean', '.', 'it', 'removes', 'dirt', 'and', 'excess', 'oil', 'without', 'stripping', 'away', 'moisture', '.', 'perfect', 'for', 'all', 'skin', 'types', '.']","['this cleanser is gentle yet effective, leaving the skin feeling fresh and clean.', 'it removes dirt and excess oil without stripping away moisture.', 'perfect for all skin types.']","['cleanser', 'gentle', 'effective', 'leaving', 'skin', 'feeling', 'fresh', 'clean', 'removes', 'dirt', 'excess', 'oil', 'stripping', 'away', 'moisture', 'perfect', 'skin', 'types']","['cleanser', 'gentle', 'effective', 'leave', 'skin', 'feel', 'fresh', 'clean', 'remove', 'dirt', 'excess', 'oil', 'strip', 'away', 'moisture', 'perfect', 'skin', 'type']",cleanser gentle effective leave skin feel fresh clean remove dirt excess oil strip away moisture perfect skin type
207,Nabanita 🇮🇳,Published date02/03/25,4,wonderful,a wonderful product,en,a wonderful product,a wonderful product,a wonderful product,"['a', 'wonderful', 'product']",['a wonderful product'],"['wonderful', 'product']","['wonderful', 'product']",wonderful product
208,Kundan P. 🇮🇳,Published date03/02/25,5,Owesome product for skin,Use from two week result is very good,en,Use from two week result is very good,Use from two week result is very good,use from two week result is very good,"['use', 'from', 'two', 'week', 'result', 'is', 'very', 'good']",['use from two week result is very good'],"['use', 'week', 'result', 'good']","['use', 'week', 'result', 'good']",use week result good
209,Anand A. 🇮🇳,Published date20/02/25,4,Ok,It's ok,en,It's ok,It's ok,it's ok,"['it', ""'s"", 'ok']","[""it's ok""]",['ok'],['ok'],ok
210,Ranjitha N. 🇮🇳,Published date30/10/24,3,Cleanser,"Reason I'm giving 3 stars is for package, really the worst package I have received till now,the bottle cap was loose and the liquid got leaked over the package. 
Other than that, the product was good and it reduces sebum production and controls oil over the face.",en,"Reason I'm giving 3 stars is for package, really the worst package I have received till now,the bottle cap was loose and the liquid got leaked over the package. 
Other than that, the product was good and it reduces sebum production and controls oil over the face.","Reason I'm giving 3 stars is for package, really the worst package I have received till now,the bottle cap was loose and the liquid got leaked over the package. 
Other than that, the product was good and it reduces sebum production and controls oil over the face.","reason i'm giving 3 stars is for package, really the worst package i have received till now,the bottle cap was loose and the liquid got leaked over the package. other than that, the product was good and it reduces sebum production and controls oil over the face.","['reason', 'i', ""'m"", 'giving', '3', 'stars', 'is', 'for', 'package', ',', 'really', 'the', 'worst', 'package', 'i', 'have', 'received', 'till', 'now', ',', 'the', 'bottle', 'cap', 'was', 'loose', 'and', 'the', 'liquid', 'got', 'leaked', 'over', 'the', 'package', '.', 'other', 'than', 'that', ',', 'the', 'product', 'was', 'good', 'and', 'it', 'reduces', 'sebum', 'production', 'and', 'controls', 'oil', 'over', 'the', 'face', '.']","[""reason i'm giving 3 stars is for package, really the worst package i have received till now,the bottle cap was loose and the liquid got leaked over the package."", 'other than that, the product was good and it reduces sebum production and controls oil over the face.']","['reason', 'giving', 'stars', 'package', 'worst', 'package', 'received', 'till', 'bottle', 'cap', 'loose', 'liquid', 'got', 'leaked', 'package', 'product', 'good', 'reduces', 'sebum', 'production', 'controls', 'oil', 'face']","['reason', 'give', 'star', 'package', 'bad', 'package', 'receive', 'till', 'bottle', 'cap', 'loose', 'liquid', 'get', 'leak', 'package', 'product', 'good', 'reduce', 'sebum', 'production', 'control', 'oil', 'face']",reason give star package bad package receive till bottle cap loose liquid get leak package product good reduce sebum production control oil face
211,Dhairya M.,Published date01/01/25,1,"WORST FACEWASH , DON'T PURCHASE IT","AFTER USING THIS I GOT SO MUCH ACNE , I WOULD NOT RECOMMEND YOU TO USE THIS WORST PRODUCT ALL ARE FAKE REVIEWS HERE, I HAVE TO SEE THE DOCTOR NEXT WEEK, THIS IS WORST COMPANY AND PRODUCT",en,"AFTER USING THIS I GOT SO MUCH ACNE , I WOULD NOT RECOMMEND YOU TO USE THIS WORST PRODUCT ALL ARE FAKE REVIEWS HERE, I HAVE TO SEE THE DOCTOR NEXT WEEK, THIS IS WORST COMPANY AND PRODUCT","AFTER USING THIS I GOT SO MUCH ACNE , I WOULD NOT RECOMMEND YOU TO USE THIS WORST PRODUCT ALL ARE FAKE REVIEWS HERE, I HAVE TO SEE THE DOCTOR NEXT WEEK, THIS IS WORST COMPANY AND PRODUCT","after using this i got so much acne , i would not recommend you to use this worst product all are fake reviews here, i have to see the doctor next week, this is worst company and product","['after', 'using', 'this', 'i', 'got', 'so', 'much', 'acne', ',', 'i', 'would', 'not', 'recommend', 'you', 'to', 'use', 'this', 'worst', 'product', 'all', 'are', 'fake', 'reviews', 'here', ',', 'i', 'have', 'to', 'see', 'the', 'doctor', 'next', 'week', ',', 'this', 'is', 'worst', 'company', 'and', 'product']","['after using this i got so much acne , i would not recommend you to use this worst product all are fake reviews here, i have to see the doctor next week, this is worst company and product']","['got', 'acne', 'recommend', 'use', 'worst', 'product', 'fake', 'reviews', 'doctor', 'week', 'worst', 'company', 'product']","['get', 'acne', 'recommend', 'use', 'bad', 'product', 'fake', 'review', 'doctor', 'week', 'bad', 'company', 'product']",get acne recommend use bad product fake review doctor week bad company product
212,Amar K. 🇮🇳,Published date28/02/25,5,best cleanser,"keeps hydrated 
and removes dead cells",en,"keeps hydrated 
and removes dead cells","keeps hydrated 
and removes dead cells",keeps hydrated and removes dead cells,"['keeps', 'hydrated', 'and', 'removes', 'dead', 'cells']",['keeps hydrated and removes dead cells'],"['keeps', 'hydrated', 'removes', 'dead', 'cells']","['keep', 'hydrated', 'remove', 'dead', 'cell']",keep hydrated remove dead cell
213,Rohit m. 🇮🇳,Published date18/02/25,5,salicylic cleanser,easily absorbed no allergy smoothen skin brightening skin even tone,en,easily absorbed no allergy smoothen skin brightening skin even tone,easily absorbed no allergy smoothen skin brightening skin even tone,easily absorbed no allergy smoothen skin brightening skin even tone,"['easily', 'absorbed', 'no', 'allergy', 'smoothen', 'skin', 'brightening', 'skin', 'even', 'tone']",['easily absorbed no allergy smoothen skin brightening skin even tone'],"['easily', 'absorbed', 'allergy', 'smoothen', 'skin', 'brightening', 'skin', 'tone']","['easily', 'absorb', 'allergy', 'smoothen', 'skin', 'brighten', 'skin', 'tone']",easily absorb allergy smoothen skin brighten skin tone
215,EPIL S. 🇮🇳,Published date27/01/25,3,Nice,Clenaser cleans impurities gently,en,Clenaser cleans impurities gently,Clenaser cleans impurities gently,clenaser cleans impurities gently,"['clenaser', 'cleans', 'impurities', 'gently']",['clenaser cleans impurities gently'],"['clenaser', 'cleans', 'impurities', 'gently']","['clenaser', 'clean', 'impurity', 'gently']",clenaser clean impurity gently
216,abhishek p. 🇮🇳,Published date22/02/25,5,very good product,"helped my skin and cleared acne marks 
very help full product",en,"helped my skin and cleared acne marks 
very help full product","helped my skin and cleared acne marks 
very help full product",helped my skin and cleared acne marks very help full product,"['helped', 'my', 'skin', 'and', 'cleared', 'acne', 'marks', 'very', 'help', 'full', 'product']",['helped my skin and cleared acne marks very help full product'],"['helped', 'skin', 'cleared', 'acne', 'marks', 'help', 'product']","['help', 'skin', 'clear', 'acne', 'mark', 'help', 'product']",help skin clear acne mark help product
217,Gowtham M. 🇮🇳,Published date29/01/25,4,Very good product,This cleanser helps to clean deeply and dissolve the dead skin cells. It really work very well for oily skin.,en,This cleanser helps to clean deeply and dissolve the dead skin cells. It really work very well for oily skin.,This cleanser helps to clean deeply and dissolve the dead skin cells. It really work very well for oily skin.,this cleanser helps to clean deeply and dissolve the dead skin cells. it really work very well for oily skin.,"['this', 'cleanser', 'helps', 'to', 'clean', 'deeply', 'and', 'dissolve', 'the', 'dead', 'skin', 'cells', '.', 'it', 'really', 'work', 'very', 'well', 'for', 'oily', 'skin', '.']","['this cleanser helps to clean deeply and dissolve the dead skin cells.', 'it really work very well for oily skin.']","['cleanser', 'helps', 'clean', 'deeply', 'dissolve', 'dead', 'skin', 'cells', 'work', 'oily', 'skin']","['cleanser', 'help', 'clean', 'deeply', 'dissolve', 'dead', 'skin', 'cell', 'work', 'oily', 'skin']",cleanser help clean deeply dissolve dead skin cell work oily skin
218,Neeraj M. 🇮🇳,Published date18/02/25,5,salicylic cleanser,such a nice product smoothen skin whitout no allergy,en,such a nice product smoothen skin whitout no allergy,such a nice product smoothen skin whitout no allergy,such a nice product smoothen skin whitout no allergy,"['such', 'a', 'nice', 'product', 'smoothen', 'skin', 'whitout', 'no', 'allergy']",['such a nice product smoothen skin whitout no allergy'],"['nice', 'product', 'smoothen', 'skin', 'whitout', 'allergy']","['nice', 'product', 'smoothen', 'skin', 'whitout', 'allergy']",nice product smoothen skin whitout allergy
219,Udaypartap A. 🇮🇳,Published date18/02/25,5,Good Product,Really nice product retains necessary natural oils.,en,Really nice product retains necessary natural oils.,Really nice product retains necessary natural oils.,really nice product retains necessary natural oils.,"['really', 'nice', 'product', 'retains', 'necessary', 'natural', 'oils', '.']",['really nice product retains necessary natural oils.'],"['nice', 'product', 'retains', 'necessary', 'natural', 'oils']","['nice', 'product', 'retain', 'necessary', 'natural', 'oil']",nice product retain necessary natural oil
220,Suha P. 🇮🇳,Published date12/01/25,4,Not Bad,"It's fine, but don't overuse it. Maybe use once a day and choose a mild cleanser to use in the morning. I haven't tried the aquaporin booster but that should be good too, for normal to oily skin.",en,"It's fine, but don't overuse it. Maybe use once a day and choose a mild cleanser to use in the morning. I haven't tried the aquaporin booster but that should be good too, for normal to oily skin.","It's fine, but don't overuse it. Maybe use once a day and choose a mild cleanser to use in the morning. I haven't tried the aquaporin booster but that should be good too, for normal to oily skin.","it's fine, but don't overuse it. maybe use once a day and choose a mild cleanser to use in the morning. i haven't tried the aquaporin booster but that should be good too, for normal to oily skin.","['it', ""'s"", 'fine', ',', 'but', 'do', ""n't"", 'overuse', 'it', '.', 'maybe', 'use', 'once', 'a', 'day', 'and', 'choose', 'a', 'mild', 'cleanser', 'to', 'use', 'in', 'the', 'morning', '.', 'i', 'have', ""n't"", 'tried', 'the', 'aquaporin', 'booster', 'but', 'that', 'should', 'be', 'good', 'too', ',', 'for', 'normal', 'to', 'oily', 'skin', '.']","[""it's fine, but don't overuse it."", 'maybe use once a day and choose a mild cleanser to use in the morning.', ""i haven't tried the aquaporin booster but that should be good too, for normal to oily skin.""]","['fine', 'overuse', 'maybe', 'use', 'day', 'choose', 'mild', 'cleanser', 'use', 'morning', 'tried', 'aquaporin', 'booster', 'good', 'normal', 'oily', 'skin']","['fine', 'overuse', 'maybe', 'use', 'day', 'choose', 'mild', 'cleanser', 'use', 'morning', 'try', 'aquaporin', 'booster', 'good', 'normal', 'oily', 'skin']",fine overuse maybe use day choose mild cleanser use morning try aquaporin booster good normal oily skin
221,Maddela d. 🇮🇳,Published date20/02/25,5,Must use product,"I’m using cleanser for almost 1 year, it has the best results",en,"I’m using cleanser for almost 1 year, it has the best results","I’m using cleanser for almost 1 year, it has the best results","i m using cleanser for almost 1 year, it has the best results","['i', 'm', 'using', 'cleanser', 'for', 'almost', '1', 'year', ',', 'it', 'has', 'the', 'best', 'results']","['i m using cleanser for almost 1 year, it has the best results']","['m', 'cleanser', 'year', 'best', 'results']","['m', 'cleanser', 'year', 'good', 'result']",m cleanser year good result
222,Raj N. 🇮🇳,Published date07/01/25,5,Affordable and high quality,Affordable Yet High-Quality: One of the best things about Minimalist is that it offers a highly effective formula at a very reasonable price. It’s budget-friendly compared to other brands that charge premium prices for similar ingredients.,en,Affordable Yet High-Quality: One of the best things about Minimalist is that it offers a highly effective formula at a very reasonable price. It’s budget-friendly compared to other brands that charge premium prices for similar ingredients.,Affordable Yet High-Quality: One of the best things about Minimalist is that it offers a highly effective formula at a very reasonable price. It’s budget-friendly compared to other brands that charge premium prices for similar ingredients.,affordable yet high quality one of the best things about minimalist is that it offers a highly effective formula at a very reasonable price. it s budget friendly compared to other brands that charge premium prices for similar ingredients.,"['affordable', 'yet', 'high', 'quality', 'one', 'of', 'the', 'best', 'things', 'about', 'minimalist', 'is', 'that', 'it', 'offers', 'a', 'highly', 'effective', 'formula', 'at', 'a', 'very', 'reasonable', 'price', '.', 'it', 's', 'budget', 'friendly', 'compared', 'to', 'other', 'brands', 'that', 'charge', 'premium', 'prices', 'for', 'similar', 'ingredients', '.']","['affordable yet high quality one of the best things about minimalist is that it offers a highly effective formula at a very reasonable price.', 'it s budget friendly compared to other brands that charge premium prices for similar ingredients.']","['affordable', 'high', 'quality', 'best', 'things', 'minimalist', 'offers', 'highly', 'effective', 'formula', 'reasonable', 'price', 's', 'budget', 'friendly', 'compared', 'brands', 'charge', 'premium', 'prices', 'similar', 'ingredients']","['affordable', 'high', 'quality', 'good', 'thing', 'minimalist', 'offer', 'highly', 'effective', 'formula', 'reasonable', 'price', 's', 'budget', 'friendly', 'compare', 'brand', 'charge', 'premium', 'price', 'similar', 'ingredient']",affordable high quality good thing minimalist offer highly effective formula reasonable price s budget friendly compare brand charge premium price similar ingredient
223,Ankit 🇮🇳,Published date05/02/25,5,"My skin is oily , but this cleanser is best for my skin",Always best cleanser ❤️,en,Always best cleanser ❤️,Always best cleanser ❤️,always best cleanser ❤️,"['always', 'best', 'cleanser', '❤', '️']",['always best cleanser ❤️'],"['best', 'cleanser']","['good', 'cleanser']",good cleanser
224,Fayaz S. 🇮🇳,Published date06/02/25,4,Average,"It’s not that foaming, I didn’t like much because I like some what foam type cleansers",en,"It’s not that foaming, I didn’t like much because I like some what foam type cleansers","It’s not that foaming, I didn’t like much because I like some what foam type cleansers","it s not that foaming, i didn t like much because i like some what foam type cleansers","['it', 's', 'not', 'that', 'foaming', ',', 'i', 'didn', 't', 'like', 'much', 'because', 'i', 'like', 'some', 'what', 'foam', 'type', 'cleansers']","['it s not that foaming, i didn t like much because i like some what foam type cleansers']","['s', 'foaming', 'didn', 't', 'like', 'like', 'foam', 'type', 'cleansers']","['s', 'foam', 'didn', 't', 'like', 'like', 'foam', 'type', 'cleanser']",s foam didn t like like foam type cleanser
225,Sudesh 🇮🇳,Published date02/02/25,5,Good cleanser for acne prone skin,Really good cleanser. Works effectively.,en,Really good cleanser. Works effectively.,Really good cleanser. Works effectively.,really good cleanser. works effectively.,"['really', 'good', 'cleanser', '.', 'works', 'effectively', '.']","['really good cleanser.', 'works effectively.']","['good', 'cleanser', 'works', 'effectively']","['good', 'cleanser', 'work', 'effectively']",good cleanser work effectively
226,Abhinav T. 🇮🇳,Published date27/01/25,4,works,it really protect me from harmful rays Thanks minimalist,en,it really protect me from harmful rays Thanks minimalist,it really protect me from harmful rays Thanks minimalist,it really protect me from harmful rays thanks minimalist,"['it', 'really', 'protect', 'me', 'from', 'harmful', 'rays', 'thanks', 'minimalist']",['it really protect me from harmful rays thanks minimalist'],"['protect', 'harmful', 'rays', 'thanks', 'minimalist']","['protect', 'harmful', 'ray', 'thank', 'minimalist']",protect harmful ray thank minimalist
227,Rajeev p. 🇮🇳,Published date28/02/25,5,nice clensar,"best cleaner liquid , for all body type",en,"best cleaner liquid , for all body type","best cleaner liquid , for all body type","best cleaner liquid , for all body type","['best', 'cleaner', 'liquid', ',', 'for', 'all', 'body', 'type']","['best cleaner liquid , for all body type']","['best', 'cleaner', 'liquid', 'body', 'type']","['well', 'clean', 'liquid', 'body', 'type']",well clean liquid body type
228,Amit R. 🇮🇳,Published date25/02/25,5,Very Nice Product,"working fine for me, my skin is oily and acne prone.",en,"working fine for me, my skin is oily and acne prone.","working fine for me, my skin is oily and acne prone.","working fine for me, my skin is oily and acne prone.","['working', 'fine', 'for', 'me', ',', 'my', 'skin', 'is', 'oily', 'and', 'acne', 'prone', '.']","['working fine for me, my skin is oily and acne prone.']","['working', 'fine', 'skin', 'oily', 'acne', 'prone']","['work', 'fine', 'skin', 'oily', 'acne', 'prone']",work fine skin oily acne prone
229,Fathiman N. 🇮🇳,Published date28/01/25,3,Not a big fan,I have oily skin but this salicylic acid face wash didn’t work for me… but it did for my friend. So…it definitely depends on your skin type!,en,I have oily skin but this salicylic acid face wash didn’t work for me… but it did for my friend. So…it definitely depends on your skin type!,I have oily skin but this salicylic acid face wash didn’t work for me… but it did for my friend. So…it definitely depends on your skin type!,i have oily skin but this salicylic acid face wash didn t work for me but it did for my friend. so it definitely depends on your skin type!,"['i', 'have', 'oily', 'skin', 'but', 'this', 'salicylic', 'acid', 'face', 'wash', 'didn', 't', 'work', 'for', 'me', 'but', 'it', 'did', 'for', 'my', 'friend', '.', 'so', 'it', 'definitely', 'depends', 'on', 'your', 'skin', 'type', '!']","['i have oily skin but this salicylic acid face wash didn t work for me but it did for my friend.', 'so it definitely depends on your skin type!']","['oily', 'skin', 'salicylic', 'acid', 'face', 'wash', 'didn', 't', 'work', 'friend', 'definitely', 'depends', 'skin', 'type']","['oily', 'skin', 'salicylic', 'acid', 'face', 'wash', 'didn', 't', 'work', 'friend', 'definitely', 'depend', 'skin', 'type']",oily skin salicylic acid face wash didn t work friend definitely depend skin type
230,Sunny G. 🇮🇳,Published date12/02/25,4,Best Clenger,Very Effective & Very useful,en,Very Effective & Very useful,Very Effective & Very useful,very effective very useful,"['very', 'effective', 'very', 'useful']",['very effective very useful'],"['effective', 'useful']","['effective', 'useful']",effective useful
231,Deepak M. 🇮🇳,Published date24/02/25,5,wow 😲,very good cleanser,en,very good cleanser,very good cleanser,very good cleanser,"['very', 'good', 'cleanser']",['very good cleanser'],"['good', 'cleanser']","['good', 'cleanser']",good cleanser
232,Sampurna M.,Published date27/12/24,5,the best cleanser ever,i have been using it for 2 years and it has never disappointed me. . . i have also recommended it to others and it helped them too. loved the product!,en,i have been using it for 2 years and it has never disappointed me. . . i have also recommended it to others and it helped them too. loved the product!,i have been using it for 2 years and it has never disappointed me. . . i have also recommended it to others and it helped them too. loved the product!,i have been using it for 2 years and it has never disappointed me. . . i have also recommended it to others and it helped them too. loved the product!,"['i', 'have', 'been', 'using', 'it', 'for', '2', 'years', 'and', 'it', 'has', 'never', 'disappointed', 'me', '.', '.', '.', 'i', 'have', 'also', 'recommended', 'it', 'to', 'others', 'and', 'it', 'helped', 'them', 'too', '.', 'loved', 'the', 'product', '!']","['i have been using it for 2 years and it has never disappointed me. . .', 'i have also recommended it to others and it helped them too.', 'loved the product!']","['years', 'disappointed', 'recommended', 'helped', 'loved', 'product']","['year', 'disappoint', 'recommend', 'helped', 'love', 'product']",year disappoint recommend helped love product
